,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Дорога:  Октябрьская,,,,,,,,,Прогноз погоды:,,,,,,Thu 21/Nov/,,,,-,Sat 23/Nov/ 2024 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Тосно,,,,· *,· *,,0,0,0,1,1,0,+1,+3,-3,+1,-3,-1,0,0,0,0,1,1,8,6,11,12,8,9,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Санкт-Петербург,,,,· *,*,,0,0,0,1,1,0,+1,+3,-3,+1,-3,-1,1,1,1,1,1,1,9,7,12,12,9,9,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Мга,,,,· *,· *,,0,0,0,1,1,0,+2,+4,-3,+1,-3,-0,0,0,0,0,1,1,9,6,11,12,9,9,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Зеленогорск,,,· *,· *,· *,· *,0,0,1,3,1,1,+1,+3,-3,+1,-3,-0,0,0,0,0,0,0,10,8,12,13,9,9,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Выборг,· *,· *,· *,· *,· *,· *,1,1,3,3,3,3,+2,+4,-2,+2,-2,+2,0,0,0,0,0,0,12,11,12,14,9,10,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Приозерск,· *,,,· *,*,*,1,0,0,6,1,1,+1,+3,-4,+1,-4,-1,0,0,0,0,0,0,10,9,11,14,11,11,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Дно,,,,· *,*,,0,0,0,1,1,0,+1,+3,-3,+1,-3,-1,2,1,1,1,2,2,9,7,11,13,7,11,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Великие Луки,,· *,,,,,0,2,0,0,0,0,+0,+3,-3,+1,-4,+0,0,0,0,0,0,0,7,7,11,12,7,10,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Псков,,,,· *,*,,0,0,0,1,1,0,+1,+3,-4,+1,-5,-0,1,1,1,1,1,1,10,8,11,13,7,11,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Гатчина,,,,· *,*,,0,0,0,1,1,0,+1,+3,-3,+1,-4,-1,0,0,0,1,1,1,10,7,11,12,9,11,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Усть-Луга,,,· *,· *,· *,· *,0,0,2,4,1,1,+2,+4,-2,+2,-3,+1,0,0,0,0,0,0,13,10,12,13,9,8,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Волховстрой,·,,,,· *,,3,0,0,0,2,0,+3,+5,-3,+1,-2,+0,1,1,1,1,2,2,9,6,11,13,9,9,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Тихвин,··,,· *,· *,· *,,8,0,1,1,2,0,+3,+6,-2,+1,-3,-0,1,1,1,1,2,2,13,5,10,13,11,8,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Бабаево,·,···,· *,· *,**,· *,1,12,15,1,3,1,+2,+6,-2,0,-4,-1,1,3,10,10,12,12,14,3,11,13,12,6,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Нелазское,·,···,· *,· *,· *,· *,2,12,12,1,3,2,+2,+6,+1,+4,-3,+0,1,0,1,1,3,4,16,16,16,13,13,8,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Хвойная,·,· *,· *,· *,**,,4,3,4,1,2,0,+3,+6,-3,+0,-3,-1,0,1,3,3,4,4,14,4,11,13,11,8,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Лодейное Поле,· *,· *,· *,· *,· *,*,8,1,1,2,2,1,+1,+5,-2,+0,-3,-0,4,4,4,5,6,6,12,5,10,14,10,8,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Петрозаводск,· *,·,· *,· *,**,*,12,4,6,1,2,1,-2,+4,-3,0,-3,-1,8,7,10,10,11,11,14,6,12,14,13,9,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Медвежья Гора,***,· *,· *,· *,*,,10,8,10,2,1,0,-8,+2,-2,0,-4,-1,16,16,18,20,20,20,17,8,11,13,13,6,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Беломорск,***,***,***,· *,*,,6,12,12,3,1,0,-7,-1,-6,+0,-3,-1,7,16,23,25,25,24,17,12,7,14,15,10,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Кемь,**,***,***,· *,,,2,18,12,6,0,0,-6,0,-8,+0,-4,-2,0,0,0,0,0,0,22,12,5,15,14,10,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Костомукша,**,***,**,**,**,*,4,8,3,2,2,1,-9,-5,-8,-3,-7,-3,12,20,22,23,24,24,21,9,5,14,13,12,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Сортавала,· *,,· *,· *,· *,,6,0,1,4,1,0,-2,+3,-3,+1,-2,0,0,0,0,0,0,0,14,9,11,14,13,9,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Кандалакша,,***,*,***,*,*,0,6,1,10,1,1,-9,-5,-8,-3,-5,-2,0,0,0,0,0,0,14,22,7,14,13,12,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Апатиты,,***,**,***,**,**,0,6,2,12,3,3,-12,-7,-10,-4,-7,-4,0,0,0,0,0,0,12,19,6,13,12,11,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Оленегорск,,**,**,***,**,**,0,3,2,12,3,3,-16,-7,-11,-3,-7,-4,18,20,21,29,30,32,4,18,9,16,16,14,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Полярный Круг,,***,**,***,*,*,0,8,3,10,1,1,-8,-3,-7,-2,-5,-2,0,0,0,0,0,0,16,22,9,14,13,12,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Мурманск,,*,**,· *,*,,0,1,4,15,1,0,-13,-4,-7,+1,-6,-3,10,10,14,21,21,21,0,17,13,17,21,16,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Магнетиты,,*,**,· *,*,,0,1,4,15,1,0,-14,-5,-8,+0,-6,-4,13,13,16,24,24,23,0,17,13,16,20,16,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Регион,,,,Вид осадков.,,,,"Осадки, мм/12ч.",,,,,,"Температура возд, гр.С.",,,,,,"Высота снега,см",,,,,,"Порывы ветра, м/с",,,,,,,Гололед,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Станция,45620.375,,45621.375,,45622.375,,45620.375,,45621.375,,45622.375,,45620.375,,45621.375,,45622.375,,45620.375,,45621.375,,45622.375,,45620.375,,45621.375,,45622.375,,45620.375,,45621.375,,45622.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Моск,Москва,,,,,,,0,0,0,0,0,0,-6.1,-2.2,-7.8,-1.8,-9.3,-1.3,5,5,5,5,5,5,6,5,5,3,2,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Моск,Тверь,,,,,,,0,0,0,0,0,0,-11.3,-1.5,-11.4,-3.5,-14.5,-4.2,13,13,14,14,14,14,6,5,2,1,2,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Моск,Бологое,,,,,,,0,0,0,0,0,0,-6.6,-0.3,-7,-1,-5.7,-1.6,5,5,5,5,5,5,10,9,6,12,14,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Моск,Сонково,,,,,,,0,0,0,0,0,0,-7.3,-1.1,-7.9,-2.7,-8.4,-4,4,4,4,4,4,4,8,6,4,4,7,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Моск,Ржев,,,,,,,0,0,0,0,0,0,-9.6,-0.8,-10,-2.5,-11.6,-4.1,9,9,9,9,9,9,8,5,1,4,6,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Чудово,*,,,,,· *,1,0,0,0,0,3,-4.1,0.6,-5,0.4,-1.6,1.3,2,2,2,2,1,2,10,9,8,15,16,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Малая Вишера,,,,,,· *,0,0,0,0,0,1,-4.5,0.1,-5.4,-0.4,-2.4,1.1,3,3,3,3,2,2,10,8,7,16,16,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Тосно,*,,,,,· *,1,0,0,0,0,4,-4.5,0.8,-4.7,0.7,-1.4,1.5,1,1,1,1,1,2,11,10,9,15,16,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Санкт-Петербург,*,,,· *,· *,· *,1,0,0,1,1,4,-4,1.9,-3.8,1.2,-1,2.4,2,1,1,1,1,1,12,11,10,15,15,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Мга,*,,,,,· *,1,0,0,0,0,4,-4.4,1,-4.5,0.9,-1.2,1.8,1,1,1,1,1,1,12,11,9,15,16,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Зеленогорск,*,· *,,· *,· *,· *,1,1,0,1,1,8,-3.1,3,-3.6,1.8,-0.5,3.1,0,0,0,0,0,0,11,11,11,16,15,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Выборг,· *,,,· *,· *,··,1,0,0,2,2,8,-2.9,2.1,-4,2.6,0.5,4.5,0,0,0,0,0,0,11,11,13,16,16,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Приозерск,,,,· *,,· *,0,0,0,1,0,4,-5,0,-7.7,1.2,-0.8,2.9,0,0,0,0,0,0,11,10,10,16,16,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Дно,,,,,·,· *,0,0,0,0,1,8,-3.7,0.7,-5.6,0.5,-1.6,1.6,2,2,2,2,2,4,10,8,10,14,14,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Великие Луки,,,,,,· *,0,0,0,0,0,1,-3.9,0.7,-4.7,0.1,-3.3,0.3,0,0,0,0,0,1,8,6,8,13,14,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Псков,,,,· *,,· *,0,0,0,1,0,10,-3.3,1,-4.8,1.3,-0.9,1.8,1,1,1,1,1,2,10,7,13,14,15,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Гатчина,,,,,,· *,0,0,0,0,0,4,-4.7,0.8,-5.2,0.5,-1.6,1.8,1,1,1,1,1,2,12,11,10,15,17,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Усть-Луга,· *,,,· *,·,· *,1,0,0,1,1,6,-2.7,2.9,-2.5,2.6,0.5,3.6,0,0,0,0,0,0,10,10,13,16,17,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
